key,arabic,english,french,ar_source,en_source,fr_source,translation_status,use_count,first_used_in
SignInErrorGeneric,حدث خطأ غير متوقع. حاول مرة أخرى.,Something went wrong. Please try again.,Une erreur s'est produite. Veuillez réessayer.,shared,shared,shared,translated in all three,1,CrossBuy/Views/Account/Login.cshtml
SignInFailed,تعذّر تسجيل الدخول,Sign-in failed,Échec de la connexion,shared,shared,shared,translated in all three,1,CrossBuy/Views/Account/Login.cshtml
SignInTitle,تسجيل الدخول,Sign in,Connexion,shared,shared,shared,translated in all three,1,CrossBuy/Views/Account/Login.cshtml
SignInToYourAccount,سجّل الدخول إلى حسابك في CrossBuy,Sign in to your CrossBuy account,Connectez-vous à votre compte CrossBuy,shared,shared,shared,translated in all three,1,CrossBuy/Views/Account/Login.cshtml
SignInWith,الدخول عبر {0},Sign in with {0},Se connecter avec {0},shared,shared,shared,translated in all three,1,CrossBuy/Views/Shared/Components/ExternalSignIn/Default.cshtml
Signature & stamp,Signature & stamp,Signature & stamp,Signature & stamp,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/People/LetterPrint.cshtml
SigningIn,جارٍ الدخول…,Signing in…,Connexion en cours…,shared,shared,shared,translated in all three,1,CrossBuy/Views/Account/Login.cshtml
Since order,منذ الطلب,Since order,Depuis la commande,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Delivery.cshtml
Single,أعزب,Single,Célibataire,view,view,view,translated in all three,2,CrossBuy/Views/Admin/ApplicationForm.cshtml
SingleShortLeaveDuration,مدة الاستئذان الواحد,Single Short Leave Duration,Durée d'un congé court,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Size,الحجم,Size,Taille,view,view,view,translated in all three,2,CrossBuy/Views/FileManager/Index.cshtml
Slip,القسيمة,Slip,Bulletin,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Payslips.cshtml
Slip No.,رقم القسيمة,Slip No.,Bulletin n°,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/Payslip.cshtml
Slow / dead stock,مخزون راكد/بطيء,Slow / dead stock,Stock dormant / lent,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/RiskInsights.cshtml
Slow-moving,الراكدة,Slow-moving,Rotation lente,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StagnantReport.cshtml
Slow-moving items,الأصناف الراكدة,Slow-moving items,Articles à rotation lente,view,view,view,translated in all three,3,CrossBuy/Views/Accounting/AiInsights.cshtml
Social insurance,التأمينات الاجتماعية,Social insurance,Assurance sociale,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/PayrollDisbursement.cshtml
Social insurance (employee),تأمينات (حصة الموظف),Social insurance (employee),Assurance sociale (employé),view,view,view,translated in all three,2,CrossBuy/Views/Accounting/Payslip.cshtml
SocialInsuranceAndTax,التأمينات والضريبة,Social Insurance and Tax,Assurance sociale et impôt,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Soft-close,غلق مبدئي,Soft-close,Clôture provisoire,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Periods.cshtml
Soft-closed,مغلقة مبدئيًا,Soft-closed,Clôturée provisoirement,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Periods.cshtml
Sold: 90/120,Sold: 90/120,Sold: 90/120,Sold: 90/120,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Home/Store.cshtml
Some items need attention,بعض العناصر تحتاج انتباه,Some items need attention,Some items need attention,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Admin/HrDocuments.cshtml
Soon,قريبًا,Soon,Bientôt,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Sort,الترتيب,Sort,Ordre,view,view,view,translated in all three,6,CrossBuy/Views/Crm/AutomationRules.cshtml
Sort by,ترتيب حسب,Sort by,Sort by,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Store/Category.cshtml
Source,المصدر,Source,Source,view,view,view,translated in all three,10,CrossBuy/Views/Accounting/AiInsights.cshtml
Sourced labor,عمالة بمصدر,Sourced labor,Main-d'œuvre sourcée,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WorkOrderDetails.cshtml
Spanish,الإسبانية,Spanish,Espagnol,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Specific customer,عميل محدَّد,Specific customer,Client spécifique,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/PromotionEditor.cshtml
Specific customer (blank = segment/all),عميل بعينه (فارغ = شريحة/الكل),Specific customer (blank = segment/all),Client spécifique (vide = segment/tous),view,view,view,translated in all three,1,CrossBuy/Views/Inventory/PriceListEditor.cshtml
Specific item,صنف محدَّد,Specific item,Article spécifique,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/PromotionEditor.cshtml
SpecificDays,أيام محددة,Specific Days,Jours spécifiques,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Specify a contact email to send an invitation,حدد بريد جهة اتصال لإرسال دعوة,Specify a contact email to send an invitation,Indiquez une adresse e-mail de contact pour envoyer une invitation,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Specify a target name for future usage and reference,حدد اسمًا للاستخدام والرجوع إليه مستقبلاً,Specify a target name for future usage and reference,Indiquez un nom cible pour un usage et une référence ultérieurs,view,view,view,translated in all three,1,CrossBuy/Views/Admin/LeaveTypesList.cshtml
Split equally,تقسيم بالتساوي,Split equally,Diviser également,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Split payment done,تم الدفع المقسّم,Split payment done,Paiement partagé effectué,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
"Split the warehouse into sections, each into racks (optional). Purely organizational/locational — accounting stays at warehouse level.",قسّم المخزن إلى سيكشنات، وكل سيكشن إلى رفوف (اختياري). بُعد تنظيمي/موقعي بحت — المحاسبة تبقى على مستوى المخزن.,"Split the warehouse into sections, each into racks (optional). Purely organizational/locational — accounting stays at warehouse level.","Divisez l'entrepôt en sections, chacune en rayons (optionnel). Purement organisationnel/de localisation — la comptabilité reste au niveau de l'entrepôt.",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WarehouseSections.cshtml
Square,مربّع,Square,Carré,view,view,view,translated in all three,1,CrossBuy/Views/Pos/FloorPlan.cshtml
Staff Group,مجموعة الموظفين,Staff Group,Groupe du personnel,view,view,view,translated in all three,1,CrossBuy/Views/Service/BranchDetails.cshtml
Stage,المرحلة,Stage,Étape,view,view,view,translated in all three,4,CrossBuy/Views/Crm/Opportunities.cshtml
Stage (opt.),مرحلة (اختياري),Stage (opt.),Étape (fac.),view,view,view,translated in all three,1,CrossBuy/Views/Crm/AutomationRules.cshtml
"Staged: plan → issue materials to WIP → receive. Immediate: consume materials and produce in one click, no stages.",بمراحل: تخطيط → صرف مواد إلى الإنتاج تحت التشغيل → استلام التام. فوري: تُخصم المواد ويُنتَج الصنف بضغطة واحدة دون مراحل.,"Staged: plan → issue materials to WIP → receive. Immediate: consume materials and produce in one click, no stages.","Par étapes : planifier → sortir les matières vers le WIP → réceptionner. Immédiate : consommer les matières et produire en un clic, sans étapes.",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Stages,المراحل,Stages,Étapes,view,view,view,translated in all three,1,CrossBuy/Views/Crm/PipelineEditor.cshtml
Stagnant value,إجمالي قيمة الراكد,Stagnant value,Valeur stagnante,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StagnantReport.cshtml
Standard cost is indicative (current avg component cost + routing time). Actual cost is computed when the work order is completed.,التكلفة المعيارية تقديرية (متوسط تكلفة المكوّنات الحالية + وقت المسار). التكلفة الفعلية تُحتسب عند تنفيذ أمر التشغيل.,Standard cost is indicative (current avg component cost + routing time). Actual cost is computed when the work order is completed.,Le coût standard est indicatif (coût moyen actuel des composants + temps de gamme). Le coût réel est calculé à l'achèvement de l'ordre de fabrication.,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Standard cost per unit,التكلفة المعيارية لكل وحدة,Standard cost per unit,Coût standard par unité,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Standard monthly hours (manufacturing),الساعات المعيارية الشهرية (للتصنيع),Standard monthly hours (manufacturing),Heures mensuelles standard (fabrication),view,view,view,translated in all three,1,CrossBuy/Views/Accounting/PayrollTaxSettings.cshtml
Standard total,الإجمالي المعياري,Standard total,Total standard,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Star,تمييز بنجمة,Star,Star,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Comm/Index.cshtml
Starred,المميّزة,Starred,Starred,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Comm/Index.cshtml
Start,من,Start,Début,view,view,view,translated in all three,5,CrossBuy/Views/Admin/HrDocuments.cshtml
Start date,تاريخ البداية,Start date,Date de début,view,view,view,translated in all three,2,CrossBuy/Views/Crm/Campaigns.cshtml
Start onboarding,بدء الالتحاق,Start onboarding,Démarrer l'intégration,view,view,view,translated in all three,1,CrossBuy/Views/EmployeeOnboarding/Index.cshtml
Start onboarding to build the checklist from the company template.,ابدأ الالتحاق لإنشاء قائمة المتطلبات من قالب الشركة.,Start onboarding to build the checklist from the company template.,Démarrez l'intégration pour créer la liste à partir du modèle de l'entreprise.,view,view,view,translated in all three,1,CrossBuy/Views/EmployeeOnboarding/Index.cshtml
Started,بدأ,Started,Démarré,view,view,view,translated in all three,1,CrossBuy/Views/BusinessEventMonitor/Index.cshtml
Starts,يبدأ,Starts,Commence,view,fallback-to-key,view,english falls back to key text,1,CrossBuy/Views/Calendar/Index.cshtml
Starts at,يبدأ في,Starts at,Starts at,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Announcements/Index.cshtml
State,الحالة,State,État,view,view,view,translated in all three,1,CrossBuy/Views/Documents/Workspace.cshtml
Statement,كشف حساب,Statement,Relevé,view,view,view,translated in all three,3,CrossBuy/Views/Accounting/Reconciliations.cshtml
Statement balance,رصيد كشف البنك,Statement balance,Solde du relevé,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Reconcile.cshtml
Statement date,تاريخ الكشف,Statement date,Date du relevé,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/Reconcile.cshtml
Statements,كشوف الحساب,Statements,Relevés,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Status,الحالة,Status,Statut,view,view,shared,translated in all three,107,CrossBuy/Views/Accounting/AiInsights.cshtml
Std,معياري,Std,Std,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ManufReports.cshtml
Step 1 of 4,الخطوة 1 من 4,Step 1 of 4,Étape 1 sur 4,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Step 2 of 4,الخطوة 2 من 4,Step 2 of 4,Étape 2 sur 4,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Step 3 of 4,الخطوة 3 من 4,Step 3 of 4,Étape 3 sur 4,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Step 4 of 4,الخطوة 4 من 4,Step 4 of 4,Étape 4 sur 4,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Stock,مخزون,Stock,Stock,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/Executive.cshtml
Stock balances,أرصدة المخزون,Stock balances,Soldes de stock,shared,shared,shared,translated in all three,2,CrossBuy/Views/Inventory/Index.cshtml
Stock count,تسوية جرد,Stock count,Inventaire physique,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Approvals.cshtml
Stock counts,الجرد والتسويات,Stock counts,Comptages de stock,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StockCounts.cshtml
"Stock is kept in the base unit. Define larger units (carton, dozen…) and how many base units each equals, with an optional barcode per unit.",المخزون يُحسب بالوحدة الأساسية. عرّف هنا الوحدات الأكبر (كرتونة، درزن…) وكم تساوي بالوحدة الأساسية، ولكل وحدة باركود اختياري.,"Stock is kept in the base unit. Define larger units (carton, dozen…) and how many base units each equals, with an optional barcode per unit.","Le stock est tenu dans l'unité de base. Définissez des unités plus grandes (carton, douzaine…) et combien d'unités de base chacune représente, avec un code-barres facultatif par unité.",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Stock movement (In vs Out),حركة المخزون (وارد مقابل صادر),Stock movement (In vs Out),Mouvement de stock (Entrée vs Sortie),view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Index.cshtml
Stock movements,حركات المخزون,Stock movements,Mouvements de stock,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StockMovements.cshtml
Stock movements & purchases,Stock movements & purchases,Stock movements & purchases,Stock movements & purchases,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Portal/Choose.cshtml
Stock on-hand,أرصدة المخزون,Stock on-hand,Stock en main,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StockBalances.cshtml
Stock transfers,التحويلات بين المخازن,Stock transfers,Transferts de stock,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/StockTransfers.cshtml
Stock value,قيمة المخزون,Stock value,Valeur du stock,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Index.cshtml
Stockable,صنف مخزون,Stockable,Stockable,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/_ItemRows.cshtml
Stockout,نفاد,Stockout,Rupture de stock,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/AiInsights.cshtml
Store,المتجر,Store,Store,view,fallback-to-key,fallback-to-key,english falls back to key text,2,CrossBuy/Views/Store/Category.cshtml
Storefront (public catalog),المتجر (الكتالوج العام),Storefront (public catalog),Storefront (public catalog),view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Storefront image,صورة الفئة,Storefront image,Storefront image,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/CategoryForm.cshtml
Structure,الهيكل,Structure,Structure,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WarehouseSections.cshtml
Structure node,عقدة الهيكل,Structure node,Nœud de la structure,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Structure summary,ملخص الهيكل,Structure summary,Résumé de la structure,view,view,view,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Sub,فرعي,Sub,Sous-poste,view,view,view,translated in all three,2,CrossBuy/Views/Inventory/QuotationDetails.cshtml
Sub / Tax / Total,الصافي / الضريبة / الإجمالي,Sub / Tax / Total,Sous-total / Taxe / Total,view,view,view,translated in all three,8,CrossBuy/Views/Accounting/NewPurchaseInvoice.cshtml
Sub total,المجموع الفرعي,Sub total,Sous-total,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Sub-category,فئة فرعية,Sub-category,Sous-catégorie,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Categories.cshtml
Subcontract,باطن,Subcontract,Sous-traitance,view,view,view,translated in all three,2,CrossBuy/Views/Project/Boq.cshtml
Subcontractor (vendor),مقاول الباطن (مورّد),Subcontractor (vendor),Sous-traitant (fournisseur),view,view,view,translated in all three,1,CrossBuy/Views/Project/Subcontracts.cshtml
Subcontractor billing,مستخلص الباطن,Subcontractor billing,Décompte sous-traitant,view,view,view,translated in all three,1,CrossBuy/Views/Project/Subcontracts.cshtml
Subcontractor retention,Subcontractor retention,Subcontractor retention,Subcontractor retention,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/ProjectCloseout/Index.cshtml
Subcontractors,مقاولو الباطن,Subcontractors,Sous-traitants,view,view,view,translated in all three,2,CrossBuy/Views/Project/Projects.cshtml
Subcontracts,عقود الباطن,Subcontracts,Sous-traitances,view,view,view,translated in all three,2,CrossBuy/Views/Project/Dashboard.cshtml
Subject,الموضوع,Subject,Objet,view,view,view,translated in all three,6,CrossBuy/Views/Approvals/Index.cshtml
Subject (EN),Subject (EN),Subject (EN),Subject (EN),fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,2,CrossBuy/Views/Crm/Activities.cshtml
Subject to insurance,خاضع للتأمين,Subject to insurance,Soumis à l'assurance,view,view,view,translated in all three,1,CrossBuy/Views/Admin/PolicesData.cshtml
Submit,إرسال,Submit,Soumettre,shared,shared,shared,translated in all three,4,CrossBuy/Views/Admin/AppraisalScore.cshtml
Submit a new leave request or track your status,قدّم طلب إجازة جديد أو تابع حالتك,Submit a new leave request or track your status,Soumettez une nouvelle demande de congé ou suivez son statut,view,view,view,translated in all three,1,CrossBuy/Views/People/Dashboard.cshtml
Submit for approval,Submit for approval,Submit for approval,Submit for approval,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Project/Billing.cshtml
Submit this billing for approval?,Submit this billing for approval?,Submit this billing for approval?,Submit this billing for approval?,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Project/Billing.cshtml
Submitted,مُرسَل,Submitted,Soumise,view,view,view,translated in all three,4,CrossBuy/Views/Accounting/Journals.cshtml
Submitted by,Submitted by,Submitted by,Submitted by,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Project/Billing.cshtml
Subscribe,اشترك,Subscribe,S'abonner,view,view,view,translated in all three,2,CrossBuy/Views/Home/Store.cshtml
Subscribed,المشتركون,Subscribed,Abonné,view,view,view,translated in all three,2,CrossBuy/Views/Service/BranchDetails.cshtml
SubsidiaryCompany,شركة فرعية ؟,Subsidiary Company?,Filiale ?,shared,shared,shared,translated in all three,1,CrossBuy/Views/Service/CompanyDetails.cshtml
Subtotal,الإجمالي الفرعي,Subtotal,Sous-total,shared,shared,shared,translated in all three,9,CrossBuy/Views/Accounting/MovementSummary.cshtml
Subtotal + VAT,الإجمالي الفرعي + الضريبة,Subtotal + VAT,Subtotal + VAT,shared,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Shared/_QuickAdd.cshtml
Success,تم حفظ البيانات بنجاح .,The data has been saved successfully,Les données ont été enregistrées avec succès,shared,shared,shared,translated in all three,6,CrossBuy/Views/Admin/AdministrativeBodiesCompany.cshtml
Suggested,الكمية المقترحة,Suggested,Suggéré,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Planning.cshtml
Suggested gratuity,مكافأة مقترحة,Suggested gratuity,Indemnité suggérée,view,view,view,translated in all three,1,CrossBuy/Views/Admin/FinalSettlement.cshtml
Suggested reorder,الكمية المقترحة,Suggested reorder,Réappro. suggéré,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/RiskInsights.cshtml
Suggestions for review only,اقتراحات للمراجعة فقط,Suggestions for review only,Suggestions à examiner uniquement,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/AiInsights.cshtml
Sum,المجموع,Sum,Somme,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/CreateJournal.cshtml
Sun,أحد,Sun,Dim,view,view,view,translated in all three,2,CrossBuy/Views/Admin/EmployeeData.cshtml
Sunday,الأحد,Sunday,Dimanche,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Support Center,مركز الدعم,Support Center,Centre d'assistance,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Support tickets & follow-up,Support tickets & follow-up,Support tickets & follow-up,Support tickets & follow-up,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Portal/Choose.cshtml
Swapping to <strong>Development</strong> environment will display more detailed information about the error that occurred.,Swapping to <strong>Development</strong> environment will display more detailed information about the error that occurred.,Swapping to <strong>Development</strong> environment will display more detailed information about the error that occurred.,Swapping to <strong>Development</strong> environment will display more detailed information about the error that occurred.,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Shared/Error.cshtml
Switch,تبديل,Switch,Changer,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutPeople.cshtml
Switch portal,تبديل البوابة,Switch portal,Changer de portail,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutPeople.cshtml
Switch terminal,تبديل الجهاز,Switch terminal,Changer de terminal,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Symbol,الرمز,Symbol,Symbole,view,view,view,translated in all three,1,CrossBuy/Views/Currency/Currencies.cshtml
System,النظام,System,Système,view,view,view,translated in all three,6,CrossBuy/Views/BusinessEventMonitor/_Details.cshtml
System invariants,ثوابت النظام,System invariants,Invariants du système,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/IntegrityReconciliation.cshtml
System settings & data,System settings & data,System settings & data,System settings & data,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Portal/Choose.cshtml
Systems,الأنظمة,Systems,Systèmes,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_MainMenu.cshtml
TAX INVOICE,فاتورة ضريبية,TAX INVOICE,TAX INVOICE,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Accounting/SalesInvoicePrint.cshtml
Table,اختر الطاولة,Table,Table,view,view,view,translated in all three,3,CrossBuy/Views/Pos/Reservations.cshtml
Table is busy with an open order,الطاولة مشغولة بطلب مفتوح,Table is busy with an open order,La table est occupée par une commande ouverte,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Table opened,تم فتح الطاولة,Table opened,Table ouverte,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Tables,الطاولات,Tables,Tables,view,view,view,translated in all three,2,CrossBuy/Views/Pos/FloorPlan.cshtml
Tables merged,تم دمج الطاولتين,Tables merged,Tables fusionnées,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Tag,الوسم,Tag,Étiquette,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Index.cshtml
Takeaway,طلبات خارجية,Takeaway,À emporter,view,view,view,translated in all three,3,CrossBuy/Views/Pos/Dashboard.cshtml
Tap a busy table to merge it here,اختر طاولة مشغولة لدمج طلبها هنا,Tap a busy table to merge it here,Touchez une table occupée pour la fusionner ici,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Tap an item to add it,اضغط صنفًا لإضافته,Tap an item to add it,Touchez un article pour l'ajouter,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Target account,الحساب الوجهة,Target account,Compte cible,view,view,view,translated in all three,1,CrossBuy/Views/Pos/PaymentMethods.cshtml
Target completion date,تاريخ الإنجاز المستهدف,Target completion date,Date d'achèvement cible,view,view,view,translated in all three,1,CrossBuy/Views/EmployeeOnboarding/Index.cshtml
Targeting,الاستهداف,Targeting,Ciblage,view,view,view,translated in all three,2,CrossBuy/Views/Inventory/PromotionEditor.cshtml
Targets,الأهداف,Targets,Cibles,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Task,المهمة,Task,Tâche,view,view,view,translated in all three,6,CrossBuy/Views/Crm/Activities.cshtml
Task created,تم إنشاء المهمة,Task created,Tâche créée,view,view,view,translated in all three,1,CrossBuy/Views/InsightActions/_NewTask.cshtml
Task title,عنوان المهمة,Task title,Titre de la tâche,view,view,view,translated in all three,1,CrossBuy/Views/InsightActions/_NewTask.cshtml
Tasks,المهام,Tasks,Tasks,shared,fallback-to-key,fallback-to-key,english falls back to key text,8,CrossBuy/Views/Portal/Choose.cshtml
Tasks in total,Tasks in total,Tasks in total,Tasks in total,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/ProjectCloseout/Index.cshtml
Tax,الضريبة,Tax,Taxe,view,view,view,translated in all three,12,CrossBuy/Views/Accounting/MovementSummary.cshtml
Tax Codes,أكواد الضرائب,Tax Codes,Codes de taxe,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/TaxCodes.cshtml
Tax No,رقم ضريبي,Tax No,N° fiscal,view,view,view,translated in all three,3,CrossBuy/Views/Accounting/Customers.cshtml
Tax Reg. No,الرقم الضريبي,Tax Reg. No,Tax Reg. No,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Accounting/SalesInvoicePrint.cshtml
Tax code,كود الضريبة,Tax code,Code de taxe,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Tax rate,معدل الضريبة,Tax rate,Taux d'imposition,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Tax rate %,معدّل الضريبة %,Tax rate %,Taux de taxe %,view,view,view,translated in all three,2,CrossBuy/Views/Project/Billing.cshtml
Tax reg. no.,Tax reg. no.,Tax reg. no.,Tax reg. no.,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Shared/_QuickAdd.cshtml
Tax%,ضريبة%,Tax%,Taxe%,view,view,view,translated in all three,14,CrossBuy/Views/Accounting/MovementSummary.cshtml
Tax-exempt supply (VATEX 0%),توريد معفى من الضريبة (VATEX ٠٪),Tax-exempt supply (VATEX 0%),Tax-exempt supply (VATEX 0%),view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Accounting/SalesInvoicePrint.cshtml
TaxApplicable,تنطبق ضريبة,Tax Applicable,Taxe applicable,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
TaxNotApplicable,لا تنطبق ضريبة,Tax Not Applicable,Taxe non applicable,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
TaxNumber,الرقم الضريبي,Tax Number,Numéro fiscal,shared,shared,shared,translated in all three,1,CrossBuy/Views/Service/CompanyDetails.cshtml
TaxRate,نسبة الضريبة,Tax Rate,Taux de taxe,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Taxable base = (monthly gross × 12) − employee SI (if enabled) − personal exemption. Tax computed annually then ÷ 12.,الوعاء الضريبي = (الإجمالي الشهري × 12) − حصة الموظف من التأمين (إن فُعّلت) − الإعفاء الشخصي. تُحسب الضريبة سنويًا ثم ÷ 12.,Taxable base = (monthly gross × 12) − employee SI (if enabled) − personal exemption. Tax computed annually then ÷ 12.,Base imposable = (brut mensuel × 12) − AS de l'employé (si activé) − abattement personnel. Impôt calculé annuellement puis ÷ 12.,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/PayrollTaxSettings.cshtml
Taxes,الضرائب,Taxes,Taxes,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Index.cshtml
Taxpayer RIN,الرقم الضريبي للممول,Taxpayer RIN,RIN du contribuable,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/EtaStatus.cshtml
Team,Team,Team,Team,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Project/Team.cshtml
Technical support,الدعم الفني,Technical support,Support technique,view,view,view,translated in all three,1,CrossBuy/Views/Portal/Choose.cshtml
Tel,هاتف,Tel,Tel,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Accounting/SalesInvoicePrint.cshtml
Template,النموذج,Template,Modèle,view,view,view,translated in all three,1,CrossBuy/Views/Admin/Appraisals.cshtml
